"Artist","Title","Year","Sales","Streams","Downloads","Radio Plays","Rating"
"Whitney Houston","I Believe in You & Me","1997","5.806","2.724","0.563","0.52","2.028"
"Bell Biv Devoe","Poison","1990","5.806","4.379","0.553","1.133","1.179"
"Adamski","Killer","1990","5.806","0.701","2.753","7.079","0"
"The Toys","A Lover's Concerto","1965","5.805","8.153","3.624","0","0"
"Lutricia McNeal","Ain't That Just The Way (That Love Goes Down)","1997","5.804","0.516","1.167","6.014","1.377"
"Heart","Barracuda","1977","5.802","2.927","4.038","3.776","0"
"Shaun Cassidy","Da Doo Ron Ron (When He Walked Me Home)","1977","5.799","5.852","3.528","0.538","0"
"Fats Domino","Walking to New Orleans","1960","5.799","5.57","1.219","0.611","0"
"Zhane","Hey Mr DJ","1993","5.799","4.04","0.538","0.533","1.218"
"Roy Orbison","Dream Baby (How Long Must I Dream)","1962","5.797","3.591","2.292","0.7","0.513"
"David Guetta & Usher","Without You","2011","5.797","3.508","1.19","1.214","0"
"Frankie Avalon","Why?","1960","5.795","3.316","1.803","1.961","0"
"Billy Preston & Syreeta","With You I'm Born Again","1980","5.795","4.099","1.5","2.476","0.53"
"Brandy","What About Us","2002","5.795","1.672","1.27","2.324","1.5"
"The Miracles","Love Machine","1976","5.794","6.38","2.566","1.2","0"
"10CC","Neanderthal Man","1970","5.793","1.689","3.623","5.325","0"
"Thomas Dolby","She Blinded Me With Science","1983","5.792","4.094","3.52","1.5","0"
"Poison","Every Rose Has It's Thorn","1989","5.792","4.786","0.577","2.316","1.111"
"The Miracles","The Tracks of My Tears","1965","5.79","11.467","1.136","0","0"
"Counting Crows","Accidentally in Love","2004","5.79","4.272","0.536","1.317","0.513"
"Larry Clinton","Deep Purple","1939","5.79","3.725","0","0.51","0.54"
"Dana","All Kinds of Everything","1970","5.789","0.2","4.674","5.617","0"
"Chicago","25 Or 6 to 4","1970","5.789","5.419","2.81","3.068","0"
"Glenn Miller","Blueberry Hill","1940","5.789","4.998","0.625","0","0"
"Destiny's Child & T.I. & Lil' Wayne","Soldier","2005","5.788","3.332","0.75","2.868","0.523"
"Todd Rundgren","Hello It's Me","1973","5.788","5.804","0.643","1.5","0.521"
"Kanye West","Heartless","2009","5.788","4.37","0.6","1.631","0.514"
"Ryan Paris","Dolce Vita","1983","5.787","0","2.092","13.699","0"
"Foster the People","Pumped Up Kicks","2011","5.786","4.228","1.099","0.611","0"
"Ray Noble","The Very Thought of You","1934","5.785","4.712","0","0","0.527"
"Heart","These Dreams","1986","5.777","3.924","1.159","1.93","0.516"
"Bob Dylan","Blowin' in the Wind","1963","5.775","6.31","0.511","0.511","0"
"Bing Crosby","Love in Bloom","1934","5.774","3.706","0","0.527","0.522"
"Guns n' Roses","Live & Let Die","1991","5.774","1.248","2.2","5.496","1.092"
"Taylor Swift","Today Was A Fairytale","2010","5.774","3.441","2.531","0","0"
"Sly & The Family Stone","Everyday People","1969","5.773","11.809","1.878","0","0"
"Madonna","Give It 2 Me","2008","5.77","0.518","0.643","6.693","0.553"
"Olivia Newton-John","A Little More Love","1979","5.769","4.721","2.593","3.508","0"
"Ike & Tina Turner","Proud Mary","1971","5.769","8.207","0.833","2.392","0"
"Ram Jam","Black Betty","1977","5.769","2.882","2.772","4.995","0"
"Madcon","Beggin'","2008","5.768","0.513","0.7","8.658","0"
"OneRepublic","Secrets","2010","5.768","3.003","0.513","2.036","0"
"Helen Reddy","Leave Me Alone (Ruby Red Dress)","1973","5.764","5.156","4.375","0.6","0"
"Peabo Bryson & Roberta Flack","Tonight I Celebrate My Love","1983","5.764","2.632","2.841","2.498","0.517"
"Genesis","I Can't Dance","1992","5.763","2.411","0.643","7.288","0.625"
"Status Quo","In the Army Now","1986","5.762","0","2.5","12.976","0"
"Elegants","Little Star","1958","5.76","6.223","1.373","0","0"
"Monica","Don't Take It Personal (Just One Of Dem Days)","1995","5.76","3.631","0.531","0.548","1.062"
"Matthew Wilder","Break My Stride","1984","5.759","2.82","2.556","6.237","0"
"Hurricane Smith","Oh Babe What Would You Say?","1973","5.759","3.776","2.119","1.954","0.518"
"Joy Division","Love Will Tear Us Apart","1980","5.756","4.385","3.107","2.57","0"
"Brenda Lee","All Alone am I","1962","5.756","3.69","2.176","0.667","0.514"
"Cliff Richard","Bachelor Boy","1963","5.756","1.247","5.833","1.458","0"
"Phil Collins","Do You Remember?","1990","5.756","2.318","2.018","1.718","1.163"
"Jamiroquai","Deeper Underground","1998","5.754","0.763","1.5","2.774","2.167"
"Brian Hyland","Sealed With a Kiss","1962","5.753","4.718","3.083","0.545","0"
"Horace Heidt","I Don't Want to Set the World On Fire","1941","5.753","4.211","1.5","0","0"
"Jewel","Intuition","2003","5.753","2.647","1.565","1.883","0.524"
"Boyzone","Words","1996","5.752","0","3.75","6.077","0.51"
"Billy Jones","Yes! We Have No Bananas","1923","5.749","4.651","0","0","0.556"
"Elton John","Someone Saved My Life Tonight","1975","5.748","6.379","2.624","0.538","0"
"Dee Clark","Raindrops","1961","5.748","5.042","2.5","0.625","0"
"Cliff Richard","Devil Woman","1976","5.748","4.388","4.717","1.243","0"
"The Jackson 5, Mick Jagger & Michael Jackson","State of Shock","1984","5.747","3.667","1.405","6.053","0"
"Patrick Swayze","She's Like the Wind","1988","5.747","1.884","1.136","5.206","0.643"
"Bob Dylan","Knockin' On Heaven's Door","1973","5.746","5.053","2.864","1.952","0"
"Dobie Gray","Drift Away","1973","5.746","8.187","1.103","0.75","0"
"Kelly Clarkson","Behind These Hazel Eyes","2005","5.743","4.7","0.611","2.88","0"
"B2K & P Diddy","Bump Bump Bump","2003","5.743","3.11","1.153","3.971","0"
"Louis Jordan","GI Jive","1944","5.742","5.459","0","0","0.514"
"Britney Spears","My Perogative","2004","5.742","0","2.333","6.827","0.6"
"Madonna","Causing a Commotion","1987","5.742","3.303","1.313","6.007","0"
"Nat King Cole","A Blossom Fell","1955","5.74","4.109","0.833","1","0"
"Gazebo","I Like Chopin","1983","5.74","0.2","0","12.81","0.519"
"Toni Braxton","Another Sad Love Song","1993","5.74","3.512","0.567","1.777","1.143"
"Nino Tempo & April Stevens","Deep Purple","1963","5.739","4.437","2.892","0","0.516"
"Glass Tiger","Don't Forget Me (When I'm Gone)","1986","5.737","3.099","4.661","0","0.52"
"Hootie & The Blowfish","Only Wanna Be With You","1995","5.736","2.98","1.5","0","1.544"
"The Turtles","Elenore","1968","5.732","5.319","6.103","0","0.514"
"Hollywood Argyles","Alley-oop","1960","5.731","5.444","3.042","0","0"
"The Mills Brothers","Daddy's Little Girl","1950","5.731","5.575","0.7","0","0"
"Vicky Leandros","Apres Toi","1972","5.731","0.2","0","10.315","0"
"Take That","Never Forget","1995","5.73","0","3.75","4.736","0.51"
"Georgia Gibbs","Kiss Of Fire","1952","5.73","5.916","0","0","0.517"
"Usher","More","2011","5.728","2.674","2.561","0.643","0"
"The Jackson 5","Never Can Say Goodbye","1971","5.728","7.355","1.155","0.625","0.591"
"Donny Osmond","The Twelfth of Never","1973","5.727","4.092","4","1.783","0"
"Jimmy Soul","If You Wanna Be Happy","1963","5.725","6.062","2.726","0","0"
"Jordin Sparks","Tattoo","2008","5.725","4.219","1.969","1.091","0"
"Lynyrd Skynyrd","Freebird","1974","5.724","9.964","1.564","0","0"
"Jan & Kjeld","Banjo Boy","1960","5.723","1.029","0.528","4.5","0"
"Ja Rule & Ashanti","Always On Time","2002","5.72","2.61","1.189","2.503","0.518"
"Modern Talking","Cheri Cheri Lady","1985","5.719","0","0.577","15.426","0"
"The Equals","Baby Come Back","1968","5.719","2.015","4.677","4.555","0"
"Kelly Clarkson","Stronger (What Doesn't Kill You)","2012","5.718","5.323","0.51","0","0"
"En Vogue","Free Your Mind","1992","5.718","4.338","0.662","2.438","0.559"
"Sam Cooke","Only Sixteen","1959","5.717","2.92","2.591","1.15","0"
"Daddy Yankee","Gasolina","2005","5.716","1.084","1.217","4.811","1.042"
"T Rex","Telegram Sam","1972","5.715","2.428","3.55","4.292","0"
"Mariah Carey","Can't Let Go","1992","5.715","3.731","0.55","1.125","1.533"
"J Geils Band","Freeze-Frame","1982","5.713","4.345","2.037","2.548","0"
"Les Baxter & his Orchestra","Poor People of Paris","1956","5.711","4.45","1.5","0","0.538"
"Depeche Mode","People Are People","1984","5.711","2.411","1.25","9.057","0"
"Typically Tropical","Barbados","1975","5.706","0.2","6.311","3.029","0"
"Lonestar","Amazed","2000","5.704","5.012","1.058","0.6","0"
"The Stylistics","Betcha By Golly Wow","1972","5.704","7.64","1.41","0","0.571"
"Janet Jackson","Come Back to Me","1990","5.703","2.606","0.55","1.118","2.53"
"Bing Crosby & The Andrews Sisters","Ac-cent-tchu-ate the Positive","1945","5.7","3.954","1.533","0","0"
"Big Bopper","Chantilly Lace","1958","5.699","4.59","1.583","0","0.512"
"Ferrante & Teicher","Theme From 'Exodus'","1961","5.698","3.763","4","0","0.553"
"Bette Midler","The Rose","1980","5.698","9.605","0.501","0","0"
"Tommy Dorsey & Frank Sinatra","In the Blues of the Evening","1943","5.697","6.359","0","0","0"
"Ben E King","Spanish Harlem","1961","5.693","7.685","1.078","0","0"
"Chris Rea","Fool (If You Think It's Over)","1978","5.692","3.922","2.272","1.54","0.518"
"The Pretenders","I'll Stand By You","1994","5.691","2.835","0.6","3.038","1.075"
"The Script & will.i.am","Hall Of Fame","2012","5.691","1.544","2.05","2.79","0"
"Shocking Blue","Never Marry a Railroad Man","1970","5.691","0.2","0.529","6.908","0.553"
"Chic","I Want Your Love","1979","5.689","4.349","1.917","1.964","0.517"
"Roxy Music","Love is the Drug","1975","5.685","3.515","3.21","3.206","0"
"Enrique Iglesias","Rhythm Divine","1999","5.685","2.086","0.522","5.096","0.643"
"The Sons of the Pioneers","Tumbling Tumbleweeds","1934","5.685","5.663","0","0","0"
"Badfinger","Come & Get It","1970","5.685","5.921","5.167","0.548","0"
"Usher & Pitbull","DJ got us fallin' in love","2010","5.685","3.424","1.243","0.7","0"
"Arrested Development","Mr Wendal","1993","5.685","4.257","1.272","0","1.063"
"Jack Smith","Me & My Shadow","1927","5.685","4.607","0","0","0.542"
"Will Smith","Miami","1999","5.684","2.682","0.833","6.096","0"
"Sade","The Sweetest Taboo","1985","5.682","3.58","1.076","2.837","0.523"
"Offspring","Why Don't You Get a Job?","1999","5.682","1.059","1.667","5.886","0.525"
"The Black Eyed Peas","Imma be","2010","5.679","4.763","1.031","0","0"
"Ja Rule","Wonderful","2004","5.677","1.961","2.025","2.756","0.514"
"Belinda Carlisle","I Get Weak","1988","5.671","3.287","1.171","2.168","0.538"
"Julie London","Cry Me a River","1955","5.671","4.997","0.545","0.522","0"
"Jo Stafford","Ay-Round The Corner (Bee-Hind The Bush)","1952","5.67","1.194","4.5","0","0"
"The Hollies","Sorry Suzanne","1969","5.67","1.776","4.327","5.093","0"
"Jessie J","Domino","2012","5.669","3.471","2.537","0","0"
"Stan Kenton","Artistry in Rhythm","1944","5.669","6.577","0","0","0"
"The Rolling Stones","Anybody Seen My Baby","1997","5.668","0","2.045","6.11","1.5"
"Gloria Estefan","Turn The Beat Around","1994","5.666","3.711","0.548","1.08","1.085"
"Dan Hartman","I Can Dream About You","1984","5.666","2.754","2.881","2.304","0.519"
"Diana Ross & The Supremes","Someday We'll Be Together","1969","5.665","8.876","2.805","0.55","0"
"Jan Hammer","Miami Vice Theme","1985","5.664","3.907","2.7","3.162","0"
"Coldplay","Talk","2005","5.663","1.225","0.6","6.793","0.53"
"Nick Lachey","What's Left Of Me","2006","5.662","3.552","1.052","1.742","0.514"
"Erasure","A Little Respect","1988","5.66","2.835","0.75","2.29","1.068"
"Electric Light Orchestra","Shine a Little Love","1979","5.66","3.505","3.788","3.828","0"
"Led Zeppelin","Black Dog","1972","5.66","6.666","1.711","1.747","0"
"Mike Posner","Cooler than me","2010","5.66","4.538","1.248","0","0"
"Elvis Presley","Rubberneckin'","2003","5.656","1.411","1.952","3.384","0.548"
"Helen Reddy","I am Woman","1972","5.653","7.424","4.077","0","0"
"Johnny Standley","It's in The Book","1952","5.65","7.124","0","0","0"
"Steve Miller Band","Fly Like an Eagle","1977","5.649","5.861","1.112","2.573","0"
"Roger Whittaker","The Last Farewell","1975","5.648","1.622","3.439","4.07","0.01"
"Aerosmith","Falling in Love (Is Hard on the Knees)","1997","5.646","1.479","0.545","2.227","2.333"
"Marion Harris","I Ain't Got Nobody","1921","5.645","4.557","0","0","0.556"
"The Fugees","Fu-Gee-La","1996","5.642","2.517","0.548","4.39","0.527"
"Nelson Riddle","Lisbon Antigua (In Old Lisbon)","1956","5.642","5.319","0","0.553","0.591"
"Chuck Berry","Roll Over Beethoven","1956","5.641","8.534","0","0","0"
"Various Artists","Perfect Day","1997","5.637","0","5.269","4.98","0"
"Drake & Rihanna","Take Care","2012","5.635","4.69","1.126","0","0"
"Gene Pitney","Town Without Pity","1962","5.634","6.283","1.131","0.536","0"
"OneRepublic","Stop & Stare","2008","5.634","2.741","1.267","4.229","0"
"Queen","Somebody to Love","1976","5.634","2.893","3.338","4.046","0"
"The Heights","How Do You Talk To An Angel","1992","5.634","4.94","0.537","1.111","0.516"
"Naughty By Nature","OPP","1991","5.633","5.247","0.529","1.204","0.611"
"Simon & Garfunkel","Homeward Bound","1966","5.632","5.948","4.236","0.75","0"
"Grand Funk Railroad","We're an American Band","1973","5.632","8.211","1","0.643","0"
"Duke Ellington","Sophisticated Lady","1933","5.631","4.587","0","0","0.513"
"Ed Sheeran","The 'A' Team","2012","5.63","3.54","1.375","0.611","0"
"Climax","Precious & Few","1972","5.629","7.054","2.034","0","0.526"
"Steely Dan","Rikki Don't Lose That Number","1974","5.629","6.367","1.686","2.053","0"
"Mantovani","The Song From Moulin Rouge (Where Is Your Heart)","1953","5.628","2.902","3.522","0","0"
"Ferry Aid","Let it Be","1987","5.625","0","2.25","12.797","0"
"Usher","Nice & Slow","1998","5.625","4.125","0.542","0.559","0.512"
"Donny Osmond","Go Away Little Girl","1971","5.624","8.471","4.099","0","0"
"Dru Hill","How Deep is Your Love?","1998","5.622","2.097","0.611","4.945","0.518"
"Association","Never My Love","1967","5.62","7.055","3.667","0","0.522"
"The Tremeloes","My Little Lady","1968","5.62","0","6.362","5.79","0"
"The Sweet","Hell Raiser","1973","5.619","0.2","1","7.541","0"
"Ricky Nelson","Poor Little Fool","1958","5.619","3.317","2.751","0.667","0"
"Metallica","Nothing Else Matters","1992","5.617","2.251","0.667","10.86","0"
"Bryan Adams & Melanie C","When You're Gone","1998","5.617","0","3.273","6.652","0.529"
"Wynonie Harris","Good Rockin' Tonight","1948","5.616","4.47","0.75","0","0"
"Paula Abdul","The Promise Of A New Day","1991","5.615","3.67","0.519","3.194","1.158"
"Harry James","I'm Beginning to See The Light","1945","5.614","4.975","0","0","0.515"
"Earth, Wind & Fire","After the Love Has Gone","1979","5.609","6.086","2.625","1.093","0"
"Spice Girls","Who Do You Think You Are?","1997","5.608","0","3.9","4.879","0.512"
"Savage Garden","The Animal Song","1999","5.607","1.584","1.697","2.608","1.27"
"Culture Club","Church of the Poison Mind","1983","5.607","3.54","2.167","4.02","0"
"The Cranberries","Linger","1994","5.607","3.653","0.571","0.55","1.26"
"Offspring","Original Prankster","2000","5.605","1.231","0.667","4.875","1.545"
"Eagles","Lying Eyes","1975","5.603","5.742","2.524","1.178","0"
"Lionel Richie","Truly","1982","5.603","5.591","3.278","0","0"
"Ke$ha","Your love is my drug","2010","5.603","4.624","1.097","0","0"
"INXS","Disappear","1991","5.602","2.361","2.048","4.092","0.643"
"The Beatles","I Should Have Known Better","1964","5.602","1.24","4.147","3.182","0"
"David Bowie","Cat People (Putting Out Fire)","1982","5.599","2.133","2.65","5.011","0"
"Vicki Sue Robinson","Turn The Beat Around","1976","5.599","5.911","1.226","2.667","0"
"The Chi-Lites","Oh Girl","1972","5.598","6.957","2.071","0","0.53"
"Miami Sound Machine","Bad Boy","1986","5.598","2.915","1.139","3.604","0.553"
"Phil Phillips","Sea of Love","1959","5.595","5.622","2.01","0","0"
"Soul For Real","Candy Rain","1995","5.594","3.415","0.543","0.7","1.044"
"Bing Crosby & The Jesters","Sioux City Sue","1946","5.592","3.6","2.067","0","0"
"Morris Stoloff","Moonglow & Theme From Picnic","1956","5.592","5.013","2.143","0","0"
"Aerosmith","Crazy","1994","5.592","3.752","1.047","4.069","0"
"Mark Dinning","Teen Angel","1960","5.591","5.638","2.586","0","0"
"The Silhouettes","Get a Job","1958","5.591","5.902","1.5","0","0"
"REM","Bang & Blame","1994","5.59","1.272","2.067","4.853","0.534"
"Dido","Here With Me","2001","5.59","0.74","1.268","7.244","0.511"
"The Who","I Can See For Miles","1967","5.588","7.052","4.063","0.536","0"
"Edelweiss","Bring Me Edelweiss","1989","5.587","0","2.2","10.721","0.525"
"Paul Anka","You Are My Destiny","1958","5.586","2.417","2.233","1.583","0"
"Fred Astaire","Change Partners","1938","5.586","4.592","0","0.512","0"
"The Detroit Spinners","Could it Be I'm Falling in Love","1973","5.586","7.503","1.216","1","0"
"Margaret Whiting","Far Away Places","1949","5.585","2.375","3","0","0"
"The Police","King of Pain","1983","5.585","3.669","4.063","1.153","0"
"Kevin Rudolf & Lil' Wayne","Let it Rock","2009","5.583","4.511","1.223","2.254","0"
"NAS","If I Ruled the World","1996","5.581","1.22","0.583","7.166","0.534"
"The Zombies","She's Not There","1964","5.58","9.075","3.143","0","0"
"Guy Mitchell","There's Always Room At Our House","1952","5.579","1.09","4.5","0","0"
"Herman's Hermits","I'm Henry the Eighth I Am","1965","5.578","8.138","1","1.096","0"
"Wayne Newton","Daddy Don't You Walk So Fast","1972","5.578","5.45","6.143","0","0"
"Marion Harris","After You've Gone","1919","5.576","4.5","0","0","0.55"
"Linda Ronstadt","Blue Bayou","1977","5.575","5.559","2.362","1.6","0"
"Supertramp","Give a Little Bit","1977","5.575","3.37","3.456","3.328","0"
"The Honeydrippers","Sea of Love","1984","5.574","3.709","3.518","2.178","0"
"The Small Faces","Lazy Sunday","1968","5.574","0.701","4.75","5.315","0"
"Nora Bayes","Over There","1917","5.571","4.5","0","0","0.545"
"Pearl Jam","Jeremy","1992","5.571","5.448","1.075","1.605","0"
